Higher taxonomic group,Order,Family,Genus,species,female2n,male2n,"Predicted ploidy (1,2,3,4)",Sexual.system,sex.chromosome.system
Reptilia,Squamata,Eublepharidae,Coleonyx,mitratus,,,,gonochorous,
Reptilia,Squamata,Eublepharidae,Coleonyx,variegatus,32,32,,gonochorous,homomorphic
Reptilia,Squamata,Eublepharidae,Eublepharis,macularius,38,38,,gonochorous,
Reptilia,Squamata,Eublepharidae,Hemitheconyx,caudicinctus,,,,gonochorous,
Reptilia,Squamata,Gekkonidae,Christinus,marmoratus,32,32,,gonochorous,ZW
Reptilia,Squamata,Gekkonidae,Gehyra,australis,40,40,,gonochorous,ZW
Reptilia,Squamata,Gekkonidae,Gehyra,nana,44,44,,gonochorous,
Reptilia,Squamata,Gekkonidae,Gehyra,purpurascens,40,40,,gonochorous,
Reptilia,Squamata,Gekkonidae,Gehyra,variegata,,,,apomictic,
Reptilia,Squamata,Gekkonidae,Gekko,gekko,38,38,,gonochorous,XY
Reptilia,Squamata,Gekkonidae,Gekko,hokouensis,38,38,,gonochorous,ZW
Reptilia,Squamata,Gekkonidae,Gekko,japonicus,38,38,,gonochorous,XY
Reptilia,Squamata,Gekkonidae,Gonatodes,ceciliae,22,22,,gonochorous,XY
Reptilia,Squamata,Gekkonidae,Gonatodes,vittatus,32,32,,gonochorous,
Reptilia,Squamata,Gekkonidae,Hemidactylus,garnotii,63|65,,3,apomictic,
Reptilia,Squamata,Gekkonidae,Hemidactylus,karenorum,,,,apomictic,
Reptilia,Squamata,Gekkonidae,Hemidactylus,mabouia,42,42,,gonochorous,
Reptilia,Squamata,Gekkonidae,Hemidactylus,sp.,38,,2,apomictic,
Reptilia,Squamata,Gekkonidae,Hemidactylus,stejnegeri,56,,3,apomictic,
Reptilia,Squamata,Gekkonidae,Hemidactylus,vietnamensis,60,,3,apomictic,ZW
Reptilia,Squamata,Gekkonidae,Heteronotia,binoei-1,63,,3,apomictic,ZW
Reptilia,Squamata,Gekkonidae,Heteronotia,binoei-2,42,42,2,gonochorous,ZW
Reptilia,Squamata,Gekkonidae,Lepidodactylus,lugubris,44,,2,apomictic,ZW
Reptilia,Squamata,Gekkonidae,Nactus,arnouxii-1,35,,2,apomictic,
Reptilia,Squamata,Gekkonidae,Nactus,arnouxii-2,,,2,gonochorous,
Reptilia,Squamata,Gekkonidae,Phelsuma,abbotti,36,36,,gonochorous,
Reptilia,Squamata,Gekkonidae,Phelsuma,cepediana,36,36,,gonochorous,
Reptilia,Squamata,Gekkonidae,Phelsuma,dubia,36,36,,gonochorous,
Reptilia,Squamata,Gekkonidae,Phelsuma,guentheri,,,,gonochorous,
Reptilia,Squamata,Gekkonidae,Phelsuma,guimbeaui,,,,gonochorous,
Reptilia,Squamata,Gekkonidae,Phelsuma,guimbeaui guimbeaui,,,,gonochorous,
Reptilia,Squamata,Gekkonidae,Phelsuma,laticauda,,,,gonochorous,
Reptilia,Squamata,Gekkonidae,Phelsuma,lineata,36,36,,gonochorous,
Reptilia,Squamata,Gekkonidae,Phelsuma,lineata prusila,,,,gonochorous,
Reptilia,Squamata,Gekkonidae,Phelsuma,madagascariensis grandis,,,,gonochorous,
Reptilia,Squamata,Gekkonidae,Phelsuma,madagascariensis madagascariensis,36,36,,gonochorous,
Reptilia,Squamata,Gekkonidae,Phelsuma,ornata,,,,gonochorous,
Reptilia,Squamata,Gekkonidae,Phelsuma,sundbergi,,,,gonochorous,
Reptilia,Squamata,Gekkonidae,Phyllodactylus,lanei,,,,gonochorous,ZW
Reptilia,Squamata,Gekkonidae,Phyllodactylus,marmoratus,,,,gonochorous,ZW
Reptilia,Squamata,Gekkonidae,Tarentola,angustimentali,,,,gonochorous,
Reptilia,Squamata,Gekkonidae,Tarentola,annularis,,,,gonochorous,
Reptilia,Squamata,Gekkonidae,Tarentola,boettgeri hierrensis,,,,gonochorous,
Reptilia,Squamata,Gekkonidae,Tarentola,delalandii,42,42,,gonochorous,
Reptilia,Squamata,Gekkonidae,Tarentola,gomerensis,,,,gonochorous,
Reptilia,Squamata,Gekkonidae,Tarentola,mauritanica,42,42,,gonochorous,
Reptilia,Squamata,Gymnophthalmidae,Calyptommatus,leiolespis,58,57,,gonochorous,complex XY
Reptilia,Squamata,Gymnophthalmidae,Calyptommatus,nicterus,58,57,,gonochorous,complex XY
Reptilia,Squamata,Gymnophthalmidae,Calyptommatus,sinebrachiatus,58,57,,gonochorous,complex XY
Reptilia,Squamata,Gymnophthalmidae,Gymnophthalmus,plei,34,34,,gonochorous,XY
Reptilia,Squamata,Gymnophthalmidae,Gymnophthalmus,underwoodi,,,2,apomictic,
Reptilia,Squamata,Gymnophthalmidae,Leposoma,percarinatum,44|66,,2|3,apomictic,
Reptilia,Squamata,Gymnophthalmidae,Micrablepharus,atticolus,50,50,,gonochorous,XY
Reptilia,Squamata,Gymnophthalmidae,Micrablepharus,maximiliani,50,50,,gonochorous,XY
Reptilia,Squamata,Gymnophthalmidae,Nothobachia,ablephara,62,62,,gonochorous,XY
Reptilia,Squamata,Iguanidae,Anolis,acutus,31,31,,gonochorous,complex XY
Reptilia,Squamata,Iguanidae,Anolis,bimaculatus,30,30,,gonochorous,complex XY
Reptilia,Squamata,Iguanidae,Anolis,biporcatus,30,30,,gonochorous,XY
Reptilia,Squamata,Iguanidae,Anolis,carolinensis,36,36,,gonochorous,XY
Reptilia,Squamata,Iguanidae,Anolis,conspersus,30,30,,gonochorous,XY
Reptilia,Squamata,Iguanidae,Anolis,cooki,30,30,,gonochorous,complex XY
Reptilia,Squamata,Iguanidae,Anolis,cristatellus wyleyae,28,28,,gonochorous,complex XY
Reptilia,Squamata,Iguanidae,Anolis,distichus,34,34,,gonochorous,complex XY
Reptilia,Squamata,Iguanidae,Anolis,evermanni,26,26,,gonochorous,XY
Reptilia,Squamata,Iguanidae,Anolis,ferreus,30,30,,gonochorous,complex XY
Reptilia,Squamata,Iguanidae,Anolis,gingivinus,30,30,,gonochorous,complex XY
Reptilia,Squamata,Iguanidae,Anolis,grahami,32,32,,gonochorous,XY
Reptilia,Squamata,Iguanidae,Anolis,gundlachi,29,29,,gonochorous,XY
Reptilia,Squamata,Iguanidae,Anolis,krugi,29,29,,gonochorous,XY
Reptilia,Squamata,Iguanidae,Anolis,leachii,30,30,,gonochorous,complex XY
Reptilia,Squamata,Iguanidae,Anolis,marmoratus,30,30,,gonochorous,complex XY
Reptilia,Squamata,Iguanidae,Anolis,monensis,,,,gonochorous,complex XY
Reptilia,Squamata,Iguanidae,Anolis,nebulosus,30,30,,gonochorous,XY
Reptilia,Squamata,Iguanidae,Anolis,oculatus-1,32,32,,gonochorous,complex XY
Reptilia,Squamata,Iguanidae,Anolis,oculatus-2,32,32,,gonochorous,XY
Reptilia,Squamata,Iguanidae,Anolis,opalinus,30,30,,gonochorous,XY
Reptilia,Squamata,Iguanidae,Anolis,pivodus,,,,gonochorous,complex XY
Reptilia,Squamata,Iguanidae,Anolis,poncensis,29,29,,gonochorous,XY
Reptilia,Squamata,Iguanidae,Anolis,pulchellus,29,29,,gonochorous,complex XY
Reptilia,Squamata,Iguanidae,Anolis,sabanus,30,30,,gonochorous,complex XY
Reptilia,Squamata,Iguanidae,Anolis,scriptus leucophaeus,28,28,,gonochorous,complex XY
Reptilia,Squamata,Iguanidae,Anolis,stratulus,29,29,,gonochorous,complex XY
Reptilia,Squamata,Iguanidae,Anolis,wattsi,29,29,,gonochorous,complex XY
Reptilia,Squamata,Iguanidae,Basiliscus,basiliscus,,,,gonochorous,
Reptilia,Squamata,Iguanidae,Crotaphytus,collaris,36,36,,gonochorous,
Reptilia,Squamata,Iguanidae,Cupriguanus,achalensis,36,36,,gonochorous,
Reptilia,Squamata,Iguanidae,Dipsosaurus,dorsalisE,36,36,,gonochorous,homomorphic
Reptilia,Squamata,Iguanidae,Norops,biporcatus,30,30,,gonochorous,complex XY
Reptilia,Squamata,Iguanidae,Norops,onca,30,30,,gonochorous,XY
Reptilia,Squamata,Iguanidae,Norops,sagrei,28,28,,gonochorous,complex XY
Reptilia,Squamata,Iguanidae,Phymaturus,palluma,36,36,,gonochorous,complex XY
Reptilia,Squamata,Iguanidae,Polychrus,acutirostris,20,20,,gonochorous,complex XY
Reptilia,Squamata,Iguanidae,Polychrus,marmoratus,36,36,,gonochorous,complex XY
Reptilia,Squamata,Iguanidae,Polychrus,peruvianus,28,28,,gonochorous,complex XY
Reptilia,Squamata,Iguanidae,Pristidactylus,achalensis,36,36,,gonochorous,XY
Reptilia,Squamata,Iguanidae,Sceloporus,aeneus,24,24,,gonochorous,complex XY
Reptilia,Squamata,Iguanidae,Sceloporus,anahuacus,30,30,,gonochorous,complex XY
Reptilia,Squamata,Iguanidae,Sceloporus,asper,32,32,,gonochorous,XY
Reptilia,Squamata,Iguanidae,Sceloporus,bulleri,32,32,,gonochorous,XY
Reptilia,Squamata,Iguanidae,Sceloporus,cautus,22,22,,gonochorous,XY
Reptilia,Squamata,Iguanidae,Sceloporus,chrysostictus,34,34,,gonochorous,XY
Reptilia,Squamata,Iguanidae,Sceloporus,clarkii,40,40,,gonochorous,XY
Reptilia,Squamata,Iguanidae,Sceloporus,couchii,34,34,,gonochorous,XY
Reptilia,Squamata,Iguanidae,Sceloporus,cozumelae,22,22,,gonochorous,XY
Reptilia,Squamata,Iguanidae,Sceloporus,dugesii,32,32,,gonochorous,complex XY
Reptilia,Squamata,Iguanidae,Sceloporus,gadoviae,34,34,,gonochorous,XY
Reptilia,Squamata,Iguanidae,Sceloporus,goldmani,24,24,,gonochorous,XY
Reptilia,Squamata,Iguanidae,Sceloporus,graciosus,30,30,,gonochorous,XY
Reptilia,Squamata,Iguanidae,Sceloporus,grammicus,32,32,,gonochorous,complex XY
Reptilia,Squamata,Iguanidae,Sceloporus,heterolepis,32,32,,gonochorous,XY
Reptilia,Squamata,Iguanidae,Sceloporus,hunsakeri,34,34,,gonochorous,XY
Reptilia,Squamata,Iguanidae,Sceloporus,jalapae,34,34,,gonochorous,XY
Reptilia,Squamata,Iguanidae,Sceloporus,jarrovii,32,32,,gonochorous,complex XY
Reptilia,Squamata,Iguanidae,Sceloporus,licki,34,34,,gonochorous,XY
Reptilia,Squamata,Iguanidae,Sceloporus,lundelli,22,22,,gonochorous,XY
Reptilia,Squamata,Iguanidae,Sceloporus,maculosus,34,34,,gonochorous,complex XY
Reptilia,Squamata,Iguanidae,Sceloporus,megalepidurus,32,32,,gonochorous,complex XY
Reptilia,Squamata,Iguanidae,Sceloporus,melanorhinus,40,40,,gonochorous,XY
Reptilia,Squamata,Iguanidae,Sceloporus,merriami,46,46,,gonochorous,XY
Reptilia,Squamata,Iguanidae,Sceloporus,mucronatus,32,32,,gonochorous,complex XY
Reptilia,Squamata,Iguanidae,Sceloporus,nelsoni,34,34,,gonochorous,XY
Reptilia,Squamata,Iguanidae,Sceloporus,occidentalis,22,22,,gonochorous,XY
Reptilia,Squamata,Iguanidae,Sceloporus,orcutti,34,34,,gonochorous,XY
Reptilia,Squamata,Iguanidae,Sceloporus,ornatus,32,32,,gonochorous,complex XY
Reptilia,Squamata,Iguanidae,Sceloporus,palaciosi,30,30,,gonochorous,complex XY
Reptilia,Squamata,Iguanidae,Sceloporus,pardus,,,,gonochorous,XY
Reptilia,Squamata,Iguanidae,Sceloporus,poinsettii,32,32,,gonochorous,complex XY
Reptilia,Squamata,Iguanidae,Sceloporus,pyrocephalus,34,34,,gonochorous,XY
Reptilia,Squamata,Iguanidae,Sceloporus,scalaris,34,34,,gonochorous,XY
Reptilia,Squamata,Iguanidae,Sceloporus,serrifer,32,32,,gonochorous,complex XY
Reptilia,Squamata,Iguanidae,Sceloporus,siniferus,34,34,,gonochorous,XY
Reptilia,Squamata,Iguanidae,Sceloporus,spinosus,22,22,,gonochorous,XY
Reptilia,Squamata,Iguanidae,Sceloporus,spp.,,,,apomictic,
Reptilia,Squamata,Iguanidae,Sceloporus,torquatus,32,32,,gonochorous,XY
Reptilia,Squamata,Iguanidae,Sceloporus,undulatus,22,22,,gonochorous,XY
Reptilia,Squamata,Iguanidae,Sceloporus,uniformis,34,34,,gonochorous,XY
Reptilia,Squamata,Iguanidae,Sceloporus,variabilis,34,34,,gonochorous,XY
Reptilia,Squamata,Iguanidae,Tripidodactylus,onca,,,,gonochorous,
Reptilia,Squamata,Iguanidae,Tropidurus,amathites,36,36,,gonochorous,XY
Reptilia,Squamata,Iguanidae,Tropidurus,hispidus,36,36,,gonochorous,XY
Reptilia,Squamata,Iguanidae,Tropidurus,nanuzae,36,,,gonochorous,XY
Reptilia,Squamata,Iguanidae,Tropidurus,psammonastes,,35,,gonochorous,XY
Reptilia,Squamata,Iguanidae,Tropidurus,torquatus,36,36,,gonochorous,complex XY
Reptilia,Squamata,Iguanidae,Uma,inornata,34,34,,gonochorous,XY
Reptilia,Squamata,Iguanidae,Uta,antiquus,,,,gonochorous,
Reptilia,Squamata,Iguanidae,Uta,nolascensis,34,34,,gonochorous,XY
Reptilia,Squamata,Iguanidae,Uta,palmeri,34,34,,gonochorous,XY
Reptilia,Squamata,Iguanidae,Uta,squamata,34,34,,gonochorous,XY
Reptilia,Squamata,Iguanidae,Uta,stansburiana,34,34,,gonochorous,XY
Reptilia,Squamata,Lacertidae,Acanthodactylus,erythrurus,38,38,,gonochorous,ZW
Reptilia,Squamata,Lacertidae,Algyroides,moreoticus,38,38,,gonochorous,ZW
Reptilia,Squamata,Lacertidae,Algyroides,nigropunctatus,38,38,,gonochorous,ZW
Reptilia,Squamata,Lacertidae,Darevskia,armeniaca,,,2,apomictic,
Reptilia,Squamata,Lacertidae,Darevskia,bendimahiensis,,,2,apomictic,
Reptilia,Squamata,Lacertidae,Darevskia,dahli,38,38,2,apomictic,ZW
Reptilia,Squamata,Lacertidae,Darevskia,mixta,36,36,,gonochorous,ZW
Reptilia,Squamata,Lacertidae,Darevskia,raddei,38,38,,gonochorous,ZW
Reptilia,Squamata,Lacertidae,Darevskia,rostombekovi,38,38,2,apomictic,ZW
Reptilia,Squamata,Lacertidae,Darevskia,sapphirina,,,2,apomictic,
Reptilia,Squamata,Lacertidae,Darevskia,unisexualis,57,57,2,apomictic,ZW
Reptilia,Squamata,Lacertidae,Darevskia,uzzelli,,,2,apomictic,
Reptilia,Squamata,Lacertidae,Darevskia,valentini,36,36,,gonochorous,ZW
Reptilia,Squamata,Lacertidae,Eremias,arguta,38,38,,gonochorous,ZW
Reptilia,Squamata,Lacertidae,Eremias,grammica,38,38,,gonochorous,ZW
Reptilia,Squamata,Lacertidae,Eremias,multiocellata,38,38,,gonochorous,ZW
Reptilia,Squamata,Lacertidae,Eremias,olivieri,38,38,,gonochorous,ZW
Reptilia,Squamata,Lacertidae,Eremias,velox,38,38,,gonochorous,ZW
Reptilia,Squamata,Lacertidae,Gallotia,galloti,40,40,,gonochorous,ZW
Reptilia,Squamata,Lacertidae,Heliobolus,lugubris,38,38,,gonochorous,ZW
Reptilia,Squamata,Lacertidae,Lacerta,agilis,38,38,,gonochorous,ZW
Reptilia,Squamata,Lacertidae,Lacerta,aranica,24,24,,gonochorous,ZW
Reptilia,Squamata,Lacertidae,Lacerta,armeniaca,38,38,,gonochorous,
Reptilia,Squamata,Lacertidae,Lacerta,aurelioi,26,26,,gonochorous,ZW
Reptilia,Squamata,Lacertidae,Lacerta,bilineata,38,38,,gonochorous,ZW
Reptilia,Squamata,Lacertidae,Lacerta,cyreni,36,36,,gonochorous,ZW
Reptilia,Squamata,Lacertidae,Lacerta,dugesii,38,38,,gonochorous,
Reptilia,Squamata,Lacertidae,Lacerta,graeca,38,38,,gonochorous,ZW
Reptilia,Squamata,Lacertidae,Lacerta,horvathi,36,36,,gonochorous,ZW
Reptilia,Squamata,Lacertidae,Lacerta,jayakari,38,38,,gonochorous,ZW
Reptilia,Squamata,Lacertidae,Lacerta,kulzeri,38,38,,gonochorous,ZW
Reptilia,Squamata,Lacertidae,Lacerta,laevis,38,38,,gonochorous,ZW
Reptilia,Squamata,Lacertidae,Lacerta,lepida,36,36,,gonochorous,
Reptilia,Squamata,Lacertidae,Lacerta,monticola,36,36,,gonochorous,ZW
Reptilia,Squamata,Lacertidae,Lacerta,strigata,38,38,,gonochorous,ZW
Reptilia,Squamata,Lacertidae,Lacerta,trilineata,38,38,,gonochorous,ZW
Reptilia,Squamata,Lacertidae,Lacerta,viridis,38,38,,gonochorous,ZW
Reptilia,Squamata,Lacertidae,Lacerta,vivipara,36,36,,gonochorous,ZW
Reptilia,Squamata,Lacertidae,Meroles,cuneirostris,38,38,,gonochorous,ZW
Reptilia,Squamata,Lacertidae,Mesalina,olivieri,38,38,,gonochorous,ZW
Reptilia,Squamata,Lacertidae,Ophisops,elegans,38,38,,gonochorous,ZW
Reptilia,Squamata,Lacertidae,Pedioplanis,namaquensis,38,38,,gonochorous,ZW
Reptilia,Squamata,Lacertidae,Podarcis,dugesii,38,38,,gonochorous,ZW
Reptilia,Squamata,Lacertidae,Podarcis,erhardii,38,38,,gonochorous,ZW
Reptilia,Squamata,Lacertidae,Podarcis,hispanica,38,38,,gonochorous,ZW
Reptilia,Squamata,Lacertidae,Podarcis,melisellensis,38,38,,gonochorous,ZW
Reptilia,Squamata,Lacertidae,Podarcis,muralis,38,38,,gonochorous,
Reptilia,Squamata,Lacertidae,Podarcis,pityusensis,38,38,,gonochorous,
Reptilia,Squamata,Lacertidae,Podarcis,sicula,38,38,,gonochorous,
Reptilia,Squamata,Lacertidae,Podarcis,tiliguerta,38,38,,gonochorous,
Reptilia,Squamata,Lacertidae,Podarcis,wagleriana,38,38,,gonochorous,ZW
Reptilia,Squamata,Lacertidae,Psammodromus,algirus,38,38,,gonochorous,ZW
Reptilia,Squamata,Lacertidae,Takydromus,sexlineatus,38,38,,gonochorous,ZW
Reptilia,Squamata,Lacertidae,Timon,lepidus,36,36,,gonochorous,ZW
Reptilia,Squamata,Pygopodidae,Delma,inornata,36,36,,gonochorous,XY
Reptilia,Squamata,Pygopodidae,Lialis,burtonis,34,34,,gonochorous,complex XY
Reptilia,Squamata,Scincidae,Bassiana,duperreyi,30,30,,gonochorous,XY
Reptilia,Squamata,Scincidae,Claireascincus,baudinii,,,,gonochorous,XY
Reptilia,Squamata,Scincidae,Claireascincus,cryodroma,,,,gonochorous,XY
Reptilia,Squamata,Scincidae,Claireascincus,entrecasteauxii,,,,gonochorous,XY
Reptilia,Squamata,Scincidae,Claireascincus,pagenstecheri,,,,gonochorous,XY
Reptilia,Squamata,Scincidae,Claireascincus,rawlinsoni,,,,gonochorous,XY
Reptilia,Squamata,Scincidae,Cyclodina,olivieri,30,30,,gonochorous,XY
Reptilia,Squamata,Scincidae,Eulamprus,heatwolei,,,,gonochorous,
Reptilia,Squamata,Scincidae,Eulamprus,tympanum,30,30,,gonochorous,
Reptilia,Squamata,Scincidae,Eumeces,fasciatus,26,26,,gonochorous,
Reptilia,Squamata,Scincidae,Eumeces,obsoletus,26,26,,gonochorous,
Reptilia,Squamata,Scincidae,Lampropholis,sp.,,,,gonochorous,XY
Reptilia,Squamata,Scincidae,Mabuya,mabouya mabouya,30,31,,gonochorous,XY
Reptilia,Squamata,Scincidae,Menetia,greyii-1,,,3,apomictic,
Reptilia,Squamata,Scincidae,Menetia,greyii-2,,,2,gonochorous,
Reptilia,Squamata,Scincidae,Niveoscincus,ocellatus,,,,gonochorous,
Reptilia,Squamata,Scincidae,Oligosoma,maccanni,,,,gonochorous,
Reptilia,Squamata,Scincidae,Oligosoma,suteri,,,,gonochorous,
Reptilia,Squamata,Scincidae,Pseudemoia,spenceri,,,,gonochorous,XY
Reptilia,Squamata,Scincidae,Saproscincus,czechurai,30,30,,gonochorous,XY
Reptilia,Squamata,Scincidae,Scincella,lateralis,30,30,,gonochorous,XY
Reptilia,Squamata,Scincidae,Sphenomorphus,indicus,28,28,,gonochorous,
Reptilia,Squamata,Teiidae,Aspidoscelis,angusticeps,44,,2,gonochorous,
Reptilia,Squamata,Teiidae,Aspidoscelis,cozumela,50,,2,apomictic,
Reptilia,Squamata,Teiidae,Aspidoscelis,deppei,50,,2,gonochorous,
Reptilia,Squamata,Teiidae,Aspidoscelis,dixoni,,,2,apomictic,
Reptilia,Squamata,Teiidae,Aspidoscelis,exsanguis,,,3,apomictic,
Reptilia,Squamata,Teiidae,Aspidoscelis,flagellicauda,,,3,apomictic,
Reptilia,Squamata,Teiidae,Aspidoscelis,inornata,46,46,,gonochorous,XY
Reptilia,Squamata,Teiidae,Aspidoscelis,laredonsis,,,2,apomictic,
Reptilia,Squamata,Teiidae,Aspidoscelis,maslini,47,,2,apomictic,
Reptilia,Squamata,Teiidae,Aspidoscelis,neomexicana,,,2,apomictic,
Reptilia,Squamata,Teiidae,Aspidoscelis,neotesselata,,,3,apomictic,
Reptilia,Squamata,Teiidae,Aspidoscelis,opate,,,3,apomictic,
Reptilia,Squamata,Teiidae,Aspidoscelis,rodecki,,,2,apomictic,
Reptilia,Squamata,Teiidae,Aspidoscelis,sonorae,,,3,apomictic,
Reptilia,Squamata,Teiidae,Aspidoscelis,tesselata,,,2,apomictic,
Reptilia,Squamata,Teiidae,Aspidoscelis,uniparens,46,,3,apomictic,
Reptilia,Squamata,Teiidae,Aspidoscelis,velox,,,3,apomictic,
Reptilia,Squamata,Teiidae,Cnemidophorus,tigris,46,46,,gonochorous,XY
Reptilia,Squamata,Teiidae,Cnemidophorus,cryptus,48|50,,2,apomictic,
Reptilia,Squamata,Teiidae,Cnemidophorus,gramivagus,50,,2,gonochorous,
Reptilia,Squamata,Teiidae,Cnemidophorus,lemniscatus,50,,2,gonochorous,
Reptilia,Squamata,Teiidae,Cnemidophorus,pseudolemniscatus,75,,3,apomictic,
Reptilia,Squamata,Teiidae,Kentropyx,borckianus,,,2,apomictic,
Reptilia,Squamata,Teiidae,Teius,suquiensis,,,2,apomictic,
Reptilia,Squamata,Typhlopidae,Ramphotyphlops,braminus,,,3,apomictic,
Reptilia,Squamata,Varanidae,Varanus,acanthurus,40,40,,gonochorous,ZW
Reptilia,Squamata,Varanidae,Varanus,albigularis,40,40,,gonochorous,ZW
Reptilia,Squamata,Varanidae,Varanus,exanthematicus,40,40,,gonochorous,
Reptilia,Squamata,Varanidae,Varanus,niloticus,40,40,,gonochorous,ZW
Reptilia,Squamata,Varanidae,Varanus,salvator,40,40,,gonochorous,
Reptilia,Squamata,Varanidae,Varanus,varius,40,40,,gonochorous,ZW
Reptilia,Squamata,Viperidae,Agkistrodon,contortrix,36,36,,gonochorous,ZW
Reptilia,Squamata,Viperidae,Atropoides,mummifer,36,36,,gonochorous,ZW
Reptilia,Squamata,Viperidae,Atropoides,picadoi,36,36,,gonochorous,ZW
Reptilia,Squamata,Viperidae,Bothriechis,lateralis,36,36,,gonochorous,ZW
Reptilia,Squamata,Viperidae,Bothriechis,nigroviridis,36,36,,gonochorous,ZW
Reptilia,Squamata,Viperidae,Bothriechis,schlegelii,36,36,,gonochorous,ZW
Reptilia,Squamata,Viperidae,Bothrops,alternatus,36,36,,gonochorous,ZW
Reptilia,Squamata,Viperidae,Bothrops,asper,36,36,,gonochorous,ZW
Reptilia,Squamata,Viperidae,Bothrops,insularis,36,36,,gonochorous,ZW
Reptilia,Squamata,Viperidae,Bothrops,jararaca,36,36,,gonochorous,ZW
Reptilia,Squamata,Viperidae,Bothrops,jararacussu,36,36,,gonochorous,ZW
Reptilia,Squamata,Viperidae,Bothrops,leucurus,36,36,,gonochorous,ZW
Reptilia,Squamata,Viperidae,Bothrops,mojeni,36,36,,gonochorous,ZW
Reptilia,Squamata,Viperidae,Bothrops,neuwiedi,36,36,,gonochorous,ZW
Reptilia,Squamata,Viperidae,Cerrophidion,godmani,36,36,,gonochorous,ZW
Reptilia,Squamata,Viperidae,Crotalus,catalinensis,36,36,,gonochorous,ZW
Reptilia,Squamata,Viperidae,Crotalus,cerastes,36,36,,gonochorous,ZW
Reptilia,Squamata,Viperidae,Crotalus,durissus terrificus,36,36,,gonochorous,ZW
Reptilia,Squamata,Viperidae,Crotalus,enyo,36,36,,gonochorous,ZW
Reptilia,Squamata,Viperidae,Crotalus,molossus,36,36,,gonochorous,ZW
Reptilia,Squamata,Viperidae,Crotalus,ruber,36,36,,gonochorous,ZW
Reptilia,Squamata,Viperidae,Crotalus,scutulatus,36,36,,gonochorous,ZW
Reptilia,Squamata,Viperidae,Crotalus,tortugensis,36,36,,gonochorous,ZW
Reptilia,Squamata,Viperidae,Daboia,russelli russelli,36,36,,gonochorous,ZW
Reptilia,Squamata,Viperidae,Echis,carinatus,36,36,,gonochorous,ZW
Reptilia,Squamata,Viperidae,Lachesis,muta noctivaga,36,36,,gonochorous,ZW
Reptilia,Squamata,Viperidae,Macrovipera,lebetina,36,36,,gonochorous,ZW
Reptilia,Squamata,Viperidae,Porthidium,nasutum,36,36,,gonochorous,ZW
Reptilia,Squamata,Viperidae,Vipera,ammodytes ammodytes,42,42,,gonochorous,ZW
Reptilia,Squamata,Viperidae,Vipera,aspis aspis,42,42,,gonochorous,ZW
Reptilia,Squamata,Viperidae,Vipera,aspis zinnikeri,42,42,,gonochorous,ZW
Reptilia,Squamata,Viperidae,Vipera,berus,36,36,,gonochorous,ZW
Reptilia,Squamata,Viperidae,Vipera,berus,36,36,,gonochorous,ZW
Reptilia,Squamata,Viperidae,Vipera,latastei latastei,36,36,,gonochorous,ZW
Reptilia,Squamata,Viperidae,Vipera,monticola,36,36,,gonochorous,ZW
Reptilia,Squamata,Viperidae,Vipera,renardi,36,36,,gonochorous,ZW
Reptilia,Squamata,Viperidae,Vipera,seoanei,36,36,,gonochorous,ZW
Reptilia,Squamata,Viperidae,Vipera,ursinii,36,36,,gonochorous,ZW
Reptilia,Squamata,Xantusiidae,Lepidophyma,flavimaculatum,,,2,apomictic,
Reptilia,Squamata,Xantusiidae,Lepidophyma,reticulatum,,,2,apomictic,
