Kingdom,Higher.taxonomic.group,Order,Family,Genus,species,Sexual.System,Karyotype,notes..Karyotype,Genotypic,Haplodiploidy,notes..Haplodiploidy,Predicted.ploidy,Chromosome.number..female..2N,notes..Chromosome.number..female..2N,Chromosome.number..male..2N,notes..Chromosome.number..male..2N,notes..comments,entry.name,cite.key
Animal,Arthropoda,Odonata,Corduliidae,Somatochlora,viridiaenea,gonochorous,XO,,male heterogametic,,,,26,,25,,,Bachtrog/Blackmon,kiauta1972synopsis
Animal,Arthropoda,Odonata,Corduliidae,Tetragoneuria,petechialis,gonochorous,XO,,male heterogametic,,,,22,,21,,,Bachtrog/Blackmon,kiauta1972synopsis
Animal,Arthropoda,Odonata,Corduliidae,Tetragoneuria,spinigera,gonochorous,XO,,male heterogametic,,,,28,,27,,,Bachtrog/Blackmon,kiauta1972synopsis
Animal,Arthropoda,Odonata,Epallagidae,Epallage,fatime,gonochorous,XO,,male heterogametic,,,,26,,25,,,Bachtrog/Blackmon,kiauta1970karyotype
Animal,Arthropoda,Odonata,Epiophlebiidae,Epiophlebia,superstes,gonochorous,XO,,male heterogametic,,,,26,,25,,,Bachtrog/Blackmon,kiauta1972synopsis
Animal,Arthropoda,Odonata,Gomphidae,Anisogomphus,bivittatus,gonochorous,XO,,male heterogametic,,,,24,,23,,micro chromosomes present,Bachtrog/Blackmon,kiauta1969sex
Animal,Arthropoda,Odonata,Gomphidae,Aphylla,edentata,gonochorous,XO,,male heterogametic,,,,24,,23,,,Bachtrog/Blackmon,kiauta1969sex
Animal,Arthropoda,Odonata,Gomphidae,Aphylla,producta,gonochorous,XO,,male heterogametic,,,,24,,23,,,Bachtrog/Blackmon,kiauta1969sex
Animal,Arthropoda,Odonata,Gomphidae,Dromogomphus,spinosus,gonochorous,XO,,male heterogametic,,,,24,,23,,micro chromosomes present,Bachtrog/Blackmon,cruden1968chromosome
Animal,Arthropoda,Odonata,Gomphidae,Dromogomphus,spoliatus,gonochorous,XO,,male heterogametic,,,,24,,23,,micro chromosomes present,Bachtrog/Blackmon,cruden1968chromosome
Animal,Arthropoda,Odonata,Gomphidae,Epigomphus,llama,gonochorous,XO,,male heterogametic,,,,20,,19,,,Bachtrog/Blackmon,kiauta1969sex
Animal,Arthropoda,Odonata,Gomphidae,Erpetogomphus,ophibolus,gonochorous,XO,,male heterogametic,,,,24,,23,,micro chromosomes present,Bachtrog/Blackmon,kiauta1972synopsis
Animal,Arthropoda,Odonata,Gomphidae,Gomphoides,sp.,gonochorous,XO,,male heterogametic,,,,24,,23,,,Bachtrog/Blackmon,kiauta1969sex
Animal,Arthropoda,Odonata,Gomphidae,Gomphus,confraternus,gonochorous,XO,,male heterogametic,,,,24,,23,,micro chromosomes present,Bachtrog/Blackmon,cruden1968chromosome
Animal,Arthropoda,Odonata,Gomphidae,Gomphus,exilis,gonochorous,XO,,male heterogametic,,,,24,,23,,micro chromosomes present,Bachtrog/Blackmon,cruden1968chromosome
Animal,Arthropoda,Odonata,Gomphidae,Gomphus,lentulus,gonochorous,XO,,male heterogametic,,,,24,,23,,,Bachtrog/Blackmon,cruden1968chromosome
Animal,Arthropoda,Odonata,Gomphidae,Gomphus,lividus,gonochorous,XO,,male heterogametic,,,,24,,23,,micro chromosomes present,Bachtrog/Blackmon,cruden1968chromosome
Animal,Arthropoda,Odonata,Gomphidae,Gomphus,militaris,gonochorous,XO,,male heterogametic,,,,24,,23,,,Bachtrog/Blackmon,cruden1968chromosome
Animal,Arthropoda,Odonata,Gomphidae,Gomphus,plagiatus,gonochorous,XO,,male heterogametic,,,,24,,23,,micro chromosomes present,Bachtrog/Blackmon,cruden1968chromosome
Animal,Arthropoda,Odonata,Gomphidae,Gomphus,scudderi,gonochorous,XO,,male heterogametic,,,,24,,23,,,Bachtrog/Blackmon,cruden1968chromosome
Animal,Arthropoda,Odonata,Gomphidae,Gomphus,spicatus,gonochorous,XO,,male heterogametic,,,,24,,23,,micro chromosomes present,Bachtrog/Blackmon,cruden1968chromosome
Animal,Arthropoda,Odonata,Gomphidae,Gomphus,submedianus,gonochorous,XO,,male heterogametic,,,,24,,23,,,Bachtrog/Blackmon,cruden1968chromosome
Animal,Arthropoda,Odonata,Gomphidae,Gomphus ,graslini ,gonochorous,XO,,male heterogametic,,,,24,,23,,micro chromosomes present,Bachtrog/Blackmon,kiauta1969sex
Animal,Arthropoda,Odonata,Gomphidae,Ictinogomphus,rapax,gonochorous,XO,large X micro chromosomes present,male heterogametic,,,,24,,23,,,Bachtrog/Blackmon,kiauta1969sex
Animal,Arthropoda,Odonata,Gomphidae,Octogomphus,specularis,gonochorous,XO,,male heterogametic,,,,24,,23,,,Bachtrog/Blackmon,cruden1968chromosome
Animal,Arthropoda,Odonata,Gomphidae,Onychogomphus,forcipatus,gonochorous,XO|XY,XY = neo XY,male heterogametic,,,,NA,,NA,,,Bachtrog/Blackmon,kiauta1972synopsis
Animal,Arthropoda,Odonata,Gomphidae,Onychogomphus ,forcipatus ,gonochorous,XO,,male heterogametic,,,,24,,24,,,Bachtrog/Blackmon,kiauta1969sex
Animal,Arthropoda,Odonata,Gomphidae,Ophiogomphus,bison,gonochorous,XO,,male heterogametic,,,,24,,23,,,Bachtrog/Blackmon,cruden1968chromosome
Animal,Arthropoda,Odonata,Gomphidae,Ophiogomphus,colubrinus,gonochorous,XO,,male heterogametic,,,,24,,23,,,Bachtrog/Blackmon,cruden1968chromosome
Animal,Arthropoda,Odonata,Gomphidae,Ophiogomphus,rupinsulensis,gonochorous,XO,,male heterogametic,,,,24,,23,,,Bachtrog/Blackmon,cruden1968chromosome
Animal,Arthropoda,Odonata,Gomphidae,Ophiogomphus,bison,gonochorous,XO,,male heterogametic,,,,25,"24,26",24,"23,25",,Bachtrog/Blackmon,kiauta1972synopsis
Animal,Arthropoda,Odonata,Gomphidae,Ophiogomphus,serpentinus,gonochorous,XO,,male heterogametic,,,,24,,23,,,Bachtrog/Blackmon,kiauta1972synopsis
Animal,Arthropoda,Odonata,Gomphidae,Phyllocycla,sp.,gonochorous,XO,,male heterogametic,,,,24,,23,,,Bachtrog/Blackmon,kiauta1969sex
Animal,Arthropoda,Odonata,Gomphidae,Progomphus,borealis,gonochorous,XO,,male heterogametic,,,,24,,23,,,Bachtrog/Blackmon,cruden1968chromosome
Animal,Arthropoda,Odonata,Gomphidae,Progomphus,obscurus,gonochorous,XO,,male heterogametic,,,,24,,23,,,Bachtrog/Blackmon,cruden1968chromosome
Animal,Arthropoda,Odonata,Gomphidae,Progomphus,borealis,gonochorous,XO,,male heterogametic,,,,24,,23,,,Bachtrog/Blackmon,kiauta1969sex
Animal,Arthropoda,Odonata,Gomphidae,Progomphus,intricatus,gonochorous,XO,,male heterogametic,,,,24,,23,,,Bachtrog/Blackmon,kiauta1969sex
Animal,Arthropoda,Odonata,Gomphidae,Progomphus,obscurus,gonochorous,XO,,male heterogametic,,,,24,,23,,,Bachtrog/Blackmon,kiauta1969sex
Animal,Arthropoda,Odonata,Gomphidae,Progomphus,phyllochromus,gonochorous,XO,,male heterogametic,,,,24,,23,,micro chromosomes present,Bachtrog/Blackmon,kiauta1969sex
Animal,Arthropoda,Odonata,Gomphidae,Sieboldius,albardae,gonochorous,XO,,male heterogametic,,,,24,,23,,micro chromosomes present,Bachtrog/Blackmon,kiauta1969sex
Animal,Arthropoda,Odonata,Gomphidae,Trigolnphus,melampus bifasciatus,gonochorous,XO,,male heterogametic,,,,20,,19,,,Bachtrog/Blackmon,kiauta1969sex
Animal,Arthropoda,Odonata,Gomphidae,Trigomphus,melampus,gonochorous,XO,large X,male heterogametic,,,,20,,19,,,Bachtrog/Blackmon,kiauta1969sex
Animal,Arthropoda,Odonata,Gomphidae,Trigomphus,citimus tabei,gonochorous,XO,,male heterogametic,,,,22,,21,,micro chromosomes present,Bachtrog/Blackmon,kiauta1972synopsis
Animal,Arthropoda,Odonata,Gomphidae,Trigomphus,interruptus,gonochorous,XO,,male heterogametic,,,,20,,19,,micro chromosomes present,Bachtrog/Blackmon,kiauta1972synopsis
Animal,Arthropoda,Odonata,Gomphidae,Trigomphus,unifasciatus,gonochorous,XO,,male heterogametic,,,,22,,21,,,Bachtrog/Blackmon,kiauta1972synopsis
Animal,Arthropoda,Odonata,GOMPHIDAE ,Davidius,nanus,gonochorous,XO,,male heterogametic,,,,24,,23,,,Bachtrog/Blackmon,kiauta1969sex
Animal,Arthropoda,Odonata,GOMPHIDAE ,Dromogomphus,spinosus,gonochorous,XO,,male heterogametic,,,,24,,23,,,Bachtrog/Blackmon,kiauta1969sex
Animal,Arthropoda,Odonata,GOMPHIDAE ,Dromogomphus,spoliatus,gonochorous,XO,,male heterogametic,,,,24,,23,,,Bachtrog/Blackmon,kiauta1969sex
Animal,Arthropoda,Odonata,GOMPHIDAE ,Erpetogomphus,designatus,gonochorous,XO,,male heterogametic,,,,24,,23,,micro chromosomes present,Bachtrog/Blackmon,kiauta1969sex
Animal,Arthropoda,Odonata,GOMPHIDAE ,Erpetogomphus,diadophis,gonochorous,XO,,male heterogametic,,,,24,,23,,,Bachtrog/Blackmon,kiauta1969sex
Animal,Arthropoda,Odonata,GOMPHIDAE ,Gomphus,confraternus,gonochorous,XO,,male heterogametic,,,,24,,23,,,Bachtrog/Blackmon,kiauta1969sex
Animal,Arthropoda,Odonata,GOMPHIDAE ,Gomphus,exilis,gonochorous,XY,NeoXY,male heterogametic,,,,24,,23,,neo XY,Bachtrog/Blackmon,kiauta1969sex
Animal,Arthropoda,Odonata,GOMPHIDAE ,Gomphus,graslini,gonochorous,XO,large X micro chromosomes present,male heterogametic,,,,24,,23,,,Bachtrog/Blackmon,kiauta1969sex
Animal,Arthropoda,Odonata,GOMPHIDAE ,Gomphus,lentulus,gonochorous,XO,,male heterogametic,,,,24,,23,,,Bachtrog/Blackmon,kiauta1969sex
Animal,Arthropoda,Odonata,GOMPHIDAE ,Gomphus,lividus,gonochorous,XO,,male heterogametic,,,,24,,23,,,Bachtrog/Blackmon,kiauta1969sex
Animal,Arthropoda,Odonata,GOMPHIDAE ,Gomphus,melaenops,gonochorous,XO,,male heterogametic,,,,24,,23,,,Bachtrog/Blackmon,kiauta1969sex
Animal,Arthropoda,Odonata,GOMPHIDAE ,Gomphus,militaris,gonochorous,XO,,male heterogametic,,,,24,,23,,,Bachtrog/Blackmon,kiauta1969sex
Animal,Arthropoda,Odonata,GOMPHIDAE ,Gomphus,pallidus,gonochorous,XO,,male heterogametic,,,,24,,23,,,Bachtrog/Blackmon,kiauta1969sex
Animal,Arthropoda,Odonata,GOMPHIDAE ,Gomphus,plagiatus,gonochorous,XO,,male heterogametic,,,,24,,23,,,Bachtrog/Blackmon,kiauta1969sex
Animal,Arthropoda,Odonata,GOMPHIDAE ,Gomphus,postocularis,gonochorous,XO,,male heterogametic,,,,24,,23,,micro chromosomes present,Bachtrog/Blackmon,kiauta1969sex
Animal,Arthropoda,Odonata,GOMPHIDAE ,Gomphus,scudderi,gonochorous,XO,,male heterogametic,,,,24,,23,,,Bachtrog/Blackmon,kiauta1969sex
Animal,Arthropoda,Odonata,GOMPHIDAE ,Gomphus,spicatus,gonochorous,XO,,male heterogametic,,,,24,,23,,,Bachtrog/Blackmon,kiauta1969sex
Animal,Arthropoda,Odonata,GOMPHIDAE ,Gomphus,submedianus,gonochorous,XO,,male heterogametic,,,,24,,23,,,Bachtrog/Blackmon,kiauta1969sex
Animal,Arthropoda,Odonata,GOMPHIDAE ,Nihonogomphus,viridis,gonochorous,XO,,male heterogametic,,,,24,,23,,micro chromosomes present,Bachtrog/Blackmon,kiauta1969sex
Animal,Arthropoda,Odonata,GOMPHIDAE ,Octogomphus,specularis,gonochorous,XO,,male heterogametic,,,,24,,23,,,Bachtrog/Blackmon,kiauta1969sex
Animal,Arthropoda,Odonata,GOMPHIDAE ,Onychogomphus,forcipatus,gonochorous,XY,"neo XY - large neoX, small neoY",male heterogametic,,,,24,,25,,,Bachtrog/Blackmon,kiauta1969sex
Animal,Arthropoda,Odonata,GOMPHIDAE ,Ophiogolnphus,serpentinus,gonochorous,XO,large X,male heterogametic,,,,24,,23,,,Bachtrog/Blackmon,kiauta1969sex
Animal,Arthropoda,Odonata,GOMPHIDAE ,Ophiogomphus,colubrinus,gonochorous,XO,,male heterogametic,,,,24,,23,,,Bachtrog/Blackmon,kiauta1969sex
Animal,Arthropoda,Odonata,GOMPHIDAE ,Ophiogomphus,occidentalis,gonochorous,XO,,male heterogametic,,,,24,,23,,,Bachtrog/Blackmon,kiauta1969sex
Animal,Arthropoda,Odonata,GOMPHIDAE ,Ophiogomphus,rupinsulensis,gonochorous,XO,,male heterogametic,,,,24,,23,,,Bachtrog/Blackmon,kiauta1969sex
Animal,Arthropoda,Odonata,GOMPHIDAE ,Ophiogonlphus,bison,gonochorous,XY,NeoXY,male heterogametic,,,,24,,25,,neo XY,Bachtrog/Blackmon,kiauta1969sex
Animal,Arthropoda,Odonata,GOMPHIDAE ,Stylogomphus,suzukii,gonochorous,XO,,male heterogametic,,,,24,,23,,micro chromosomes present,Bachtrog/Blackmon,kiauta1969sex
Animal,Arthropoda,Odonata,GOMPHIDAE ,Trigomphus,citimus tabei,gonochorous,XO,large X micro chromosomes present,male heterogametic,,,,22,,21,,,Bachtrog/Blackmon,kiauta1969sex
Animal,Arthropoda,Odonata,Hetaerinidae,Hetaerina,americana,gonochorous,XO,,male heterogametic,,,,26,,25,,micro chromosomes present,Bachtrog/Blackmon,kiauta1972synopsis
Animal,Arthropoda,Odonata,Hetaerinidae,Hetaerina,charca,gonochorous,XO,,male heterogametic,,,,26,,25,,micro chromosomes present,Bachtrog/Blackmon,kiauta1972synopsis
Animal,Arthropoda,Odonata,Hetaerinidae,Hetaerina,rosea,gonochorous,XO,,male heterogametic,,,,28,,27,,micro chromosomes present,Bachtrog/Blackmon,kiauta1972synopsis
Animal,Arthropoda,Odonata,Hetaerinidae,Hetaerina,sanguinea,gonochorous,XO,,male heterogametic,,,,26,,25,,,Bachtrog/Blackmon,kiauta1972synopsis
Animal,Arthropoda,Odonata,Hetaerinidae,Hetaerina,titia,gonochorous,XO,,male heterogametic,,,,26,,25,,micro chromosomes present,Bachtrog/Blackmon,kiauta1972synopsis
Animal,Arthropoda,Odonata,Hetaerinidae,Hetaerina,tricolor,gonochorous,XO,,male heterogametic,,,,26,,25,,micro chromosomes present,Bachtrog/Blackmon,kiauta1972synopsis
Animal,Arthropoda,Odonata,Hetaerinidae,Hetaerina,vulnerata,gonochorous,XO,,male heterogametic,,,,26,,25,,micro chromosomes present,Bachtrog/Blackmon,kiauta1972synopsis
Animal,Arthropoda,Odonata,Lestidae,Chalcolestes,viridis,gonochorous,XO,,male heterogametic,,,,26,,25,,micro chromosomes present,Bachtrog/Blackmon,kiauta1972synopsis
Animal,Arthropoda,Odonata,Lestidae,Lestes,congener,gonochorous,XO,,male heterogametic,,,,26,,25,,micro chromosomes present,Bachtrog/Blackmon,cruden1968chromosome
Animal,Arthropoda,Odonata,Lestidae,Lestes,disjunctus,gonochorous,XO,,male heterogametic,,,,26,,25,,,Bachtrog/Blackmon,cruden1968chromosome
Animal,Arthropoda,Odonata,Lestidae,Lestes,dryas,gonochorous,XO,,male heterogametic,,,,26,,25,,micro chromosomes present,Bachtrog/Blackmon,cruden1968chromosome
Animal,Arthropoda,Odonata,Lestidae,Lestes,forcipatus,gonochorous,XO,,male heterogametic,,,,22,,21,,,Bachtrog/Blackmon,cruden1968chromosome
Animal,Arthropoda,Odonata,Lestidae,Lestes,rectangularis,gonochorous,XO,,male heterogametic,,,,26,,25,,micro chromosomes present,Bachtrog/Blackmon,cruden1968chromosome
Animal,Arthropoda,Odonata,Lestidae,Lestes,stultus,gonochorous,XO,,male heterogametic,,,,26,,25,,micro chromosomes present,Bachtrog/Blackmon,cruden1968chromosome
Animal,Arthropoda,Odonata,Lestidae,Lestes,forficula,gonochorous,XO,,male heterogametic,,,,26,,25,,micro chromosomes present,Bachtrog/Blackmon,kiauta1972synopsis
Animal,Arthropoda,Odonata,Lestidae,Lestes,simulatrix,gonochorous,XO,,male heterogametic,,,,26,,25,,micro chromosomes present,Bachtrog/Blackmon,kiauta1972synopsis
Animal,Arthropoda,Odonata,Lestidae,Lestes,sponsa,gonochorous,XO,,male heterogametic,,,,26,,25,,micro chromosomes present,Bachtrog/Blackmon,kiauta1972synopsis
Animal,Arthropoda,Odonata,Lestidae,Lestes,vidua,gonochorous,XO,,male heterogametic,,,,26,,25,,micro chromosomes present,Bachtrog/Blackmon,kiauta1972synopsis
Animal,Arthropoda,Odonata,Lestidae,Lestes,virens vestallis,gonochorous,XO,,male heterogametic,,,,26,,25,,micro chromosomes present,Bachtrog/Blackmon,kiauta1972synopsis
Animal,Arthropoda,Odonata,Lestidae,Lestes ,virens ,gonochorous,XO,,male heterogametic,,,,26,,25,,,Bachtrog/Blackmon,kiauta1969sex
Animal,Arthropoda,Odonata,Lestidae,Lestes ,viridis ,gonochorous,XO,,male heterogametic,,,,26,,25,,,Bachtrog/Blackmon,kiauta1969sex
Animal,Arthropoda,Odonata,Lestidae,Sympecma,fusca,gonochorous,XO,,male heterogametic,,,,26,,25,,micro chromosomes present,Bachtrog/Blackmon,kiauta1972synopsis
Animal,Arthropoda,Odonata,Libellulidae,Acisoma,panorpoides panorpoides,gonochorous,XO,,male heterogametic,,,,26,,25,,micro chromosomes present,Bachtrog/Blackmon,kiauta1972synopsis
Animal,Arthropoda,Odonata,Libellulidae,Brachydiplax,chalybea,gonochorous,XO,,male heterogametic,,,,26,,25,,micro chromosomes present,Bachtrog/Blackmon,kiauta1972synopsis
Animal,Arthropoda,Odonata,Libellulidae,Brachydiplax,farinosa,gonochorous,XY,,male heterogametic,,,,26,,26,,micro chromosomes present - neo XY,Bachtrog/Blackmon,kiauta1972synopsis
Animal,Arthropoda,Odonata,Libellulidae,Brachydiplax,sobrina,gonochorous,XO,,male heterogametic,,,,26,,25,,micro chromosomes present,Bachtrog/Blackmon,kiauta1972synopsis
Animal,Arthropoda,Odonata,Libellulidae,Brachythemis,contaminata,gonochorous,XO,,male heterogametic,,,,26,,25,,micro chromosomes present,Bachtrog/Blackmon,kiauta1972synopsis
Animal,Arthropoda,Odonata,Libellulidae,Bradinopyga,geminata,gonochorous,XO,,male heterogametic,,,,26,,25,,micro chromosomes present,Bachtrog/Blackmon,kiauta1972synopsis
Animal,Arthropoda,Odonata,Libellulidae,Brechmorhoga,mendax,gonochorous,XO,,male heterogametic,,,,26,,25,,,Bachtrog/Blackmon,cruden1968chromosome
Animal,Arthropoda,Odonata,Libellulidae,Brechmorrhoga,nubecula,gonochorous,XO,,male heterogametic,,,,26,,25,,micro chromosomes present,Bachtrog/Blackmon,kiauta1972synopsis
Animal,Arthropoda,Odonata,Libellulidae,Brechmorrhoga,pertinax peruviana,gonochorous,XO,,male heterogametic,,,,26,,25,,,Bachtrog/Blackmon,kiauta1972synopsis
Animal,Arthropoda,Odonata,Libellulidae,Canaphila,vibex,gonochorous,XO,,male heterogametic,,,,26,,25,,micro chromosomes present,Bachtrog/Blackmon,kiauta1972synopsis
Animal,Arthropoda,Odonata,Libellulidae,Cannacria,gravida ,gonochorous,XO,,male heterogametic,,,,26,,25,,micro chromosomes present,Bachtrog/Blackmon,cruden1968chromosome
Animal,Arthropoda,Odonata,Libellulidae,Cannacria,elisa,gonochorous,XO,,male heterogametic,,,,26,,25,,micro chromosomes present,Bachtrog/Blackmon,kiauta1972synopsis
Animal,Arthropoda,Odonata,Libellulidae,Cannacria,fasciata,gonochorous,XO,,male heterogametic,,,,26,,25,,micro chromosomes present,Bachtrog/Blackmon,kiauta1972synopsis
Animal,Arthropoda,Odonata,Libellulidae,Cannacria,herbida,gonochorous,XO,,male heterogametic,,,,26,,25,,micro chromosomes present,Bachtrog/Blackmon,kiauta1972synopsis
Animal,Arthropoda,Odonata,Libellulidae,Celithemis,elisa,gonochorous,XO,,male heterogametic,,,,26,,25,,,Bachtrog/Blackmon,cruden1968chromosome
Animal,Arthropoda,Odonata,Libellulidae,Celithemis,fasciata,gonochorous,XO,,male heterogametic,,,,26,,25,,,Bachtrog/Blackmon,cruden1968chromosome
Animal,Arthropoda,Odonata,Libellulidae,Crocothemis,erythraea,gonochorous,XO,,male heterogametic,,,,26,,25,,micro chromosomes present,Bachtrog/Blackmon,kiauta1972synopsis
Animal,Arthropoda,Odonata,Libellulidae,Crocothemis,servilia,gonochorous,XO|XY,,male heterogametic,,,,25,"24,26",25,"23,26",micro chromosomes present - XY = neo XY,Bachtrog/Blackmon,kiauta1972synopsis
Animal,Arthropoda,Odonata,Libellulidae,Dasythemis,esmeralda,gonochorous,XO,,male heterogametic,,,,26,,25,,micro chromosomes present,Bachtrog/Blackmon,kiauta1972synopsis
Animal,Arthropoda,Odonata,Libellulidae,Dasythemis,venosa,gonochorous,XO,,male heterogametic,,,,26,,25,,micro chromosomes present,Bachtrog/Blackmon,kiauta1972synopsis
Animal,Arthropoda,Odonata,Libellulidae,Diastatops,intensa,gonochorous,XO,,male heterogametic,,,,26,,25,,micro chromosomes present,Bachtrog/Blackmon,kiauta1972synopsis
Animal,Arthropoda,Odonata,Libellulidae,Diastatops,obscura,gonochorous,XO,,male heterogametic,,,,26,,25,,micro chromosomes present,Bachtrog/Blackmon,kiauta1972synopsis
Animal,Arthropoda,Odonata,Libellulidae,Diplacodes,bipunctata,gonochorous,XO,,male heterogametic,,,,28,"26,30",27,"25,29",micro chromosomes present,Bachtrog/Blackmon,kiauta1972synopsis
Animal,Arthropoda,Odonata,Libellulidae,Diplacodes,haematodes,gonochorous,XO,,male heterogametic,,,,25,"24,26",24,"23,25",micro chromosomes present,Bachtrog/Blackmon,kiauta1972synopsis
Animal,Arthropoda,Odonata,Libellulidae,Diplacodes,leferbvrei,gonochorous,XO,,male heterogametic,,,,26,,25,,micro chromosomes present,Bachtrog/Blackmon,kiauta1972synopsis
Animal,Arthropoda,Odonata,Libellulidae,Diplacodes,nebulosa,gonochorous,XO,,male heterogametic,,,,26,,25,,micro chromosomes present,Bachtrog/Blackmon,kiauta1972synopsis
Animal,Arthropoda,Odonata,Libellulidae,Diplacodes,trivialis,gonochorous,XO,,male heterogametic,,,,26,,25,,micro chromosomes present,Bachtrog/Blackmon,kiauta1972synopsis
Animal,Arthropoda,Odonata,Libellulidae,Dythemis,fugax,gonochorous,XO,,male heterogametic,,,,26,,25,,micro chromosomes present,Bachtrog/Blackmon,cruden1968chromosome
Animal,Arthropoda,Odonata,Libellulidae,Dythemis,cannacroides,gonochorous,XO,,male heterogametic,,,,24,,23,,micro chromosomes present,Bachtrog/Blackmon,kiauta1972synopsis
Animal,Arthropoda,Odonata,Libellulidae,Dythemis,rufinervis,gonochorous,XO,,male heterogametic,,,,26,,25,,micro chromosomes present,Bachtrog/Blackmon,kiauta1972synopsis
Animal,Arthropoda,Odonata,Libellulidae,Dythemis,velox,gonochorous,XO,,male heterogametic,,,,26,,25,,micro chromosomes present,Bachtrog/Blackmon,kiauta1972synopsis
Animal,Arthropoda,Odonata,Libellulidae,Erythemis,collocata,gonochorous,XO,,male heterogametic,,,,26,,25,,micro chromosomes present,Bachtrog/Blackmon,cruden1968chromosome
Animal,Arthropoda,Odonata,Libellulidae,Erythemis,simplicicollis,gonochorous,XO,,male heterogametic,,,,26,,25,,micro chromosomes present,Bachtrog/Blackmon,cruden1968chromosome
Animal,Arthropoda,Odonata,Libellulidae,Erythemis,attala,gonochorous,XO,,male heterogametic,,,,26,,25,,,Bachtrog/Blackmon,kiauta1972synopsis
Animal,Arthropoda,Odonata,Libellulidae,Erythemis,plebeja,gonochorous,XO,,male heterogametic,,,,26,,25,,,Bachtrog/Blackmon,kiauta1972synopsis
Animal,Arthropoda,Odonata,Libellulidae,Erythrodiplax,berenice,gonochorous,XO,,male heterogametic,,,,26,,25,,micro chromosomes present,Bachtrog/Blackmon,cruden1968chromosome
Animal,Arthropoda,Odonata,Libellulidae,Erythrodiplax,connata fusca,gonochorous,XO,,male heterogametic,,,,26,,25,,,Bachtrog/Blackmon,cruden1968chromosome
Animal,Arthropoda,Odonata,Libellulidae,Erythrodiplax,umbrata,gonochorous,XO,,male heterogametic,,,,26,,25,,micro chromosomes present,Bachtrog/Blackmon,cruden1968chromosome
Animal,Arthropoda,Odonata,Libellulidae,Erythrodiplax,basalis basalis,gonochorous,XO,,male heterogametic,,,,26,,25,,,Bachtrog/Blackmon,kiauta1972synopsis
Animal,Arthropoda,Odonata,Libellulidae,Erythrodiplax,castanea,gonochorous,XO,,male heterogametic,,,,25,"24,26",24,"23,25",variation in chromosome number prob. printing error,Bachtrog/Blackmon,kiauta1972synopsis
Animal,Arthropoda,Odonata,Libellulidae,Erythrodiplax,connata connata,gonochorous,XO,,male heterogametic,,,,26,,25,,micro chromosomes present,Bachtrog/Blackmon,kiauta1972synopsis
Animal,Arthropoda,Odonata,Libellulidae,Erythrodiplax,fervida,gonochorous,XO,,male heterogametic,,,,26,,25,,micro chromosomes present,Bachtrog/Blackmon,kiauta1972synopsis
Animal,Arthropoda,Odonata,Libellulidae,Erythrodiplax,justiniana,gonochorous,XO,,male heterogametic,,,,26,,25,,micro chromosomes present,Bachtrog/Blackmon,kiauta1972synopsis
Animal,Arthropoda,Odonata,Libellulidae,Erythrodiplax,media,gonochorous,XO,,male heterogametic,,,,22,,21,,micro chromosomes present,Bachtrog/Blackmon,kiauta1972synopsis
Animal,Arthropoda,Odonata,Libellulidae,Erythrodiplax,melanorubra,gonochorous,XO,,male heterogametic,,,,26,,25,,micro chromosomes present,Bachtrog/Blackmon,kiauta1972synopsis
Animal,Arthropoda,Odonata,Libellulidae,Erythrodiplax,paraguayensis,gonochorous,XO,,male heterogametic,,,,24,,23,,micro chromosomes present,Bachtrog/Blackmon,kiauta1972synopsis
Animal,Arthropoda,Odonata,Libellulidae,Erythrodiplax,unimaculata,gonochorous,XO,,male heterogametic,,,,26,,25,,micro chromosomes present,Bachtrog/Blackmon,kiauta1972synopsis
Animal,Arthropoda,Odonata,Libellulidae,Ladona,julia,gonochorous,XO,,male heterogametic,,,,26,,25,,micro chromosomes present,Bachtrog/Blackmon,cruden1968chromosome
